Time,Person 1,Person 2,Class1 ,Class2
38620,1437,1563,5B,5B
38620,1452,1522,5A,5A
38620,1498,1668,5A,Teachers
38620,1503,1524,4A,4A
38620,1504,1548,4A,4A
38620,1532,1538,4A,4A
38620,1548,1705,4A,4A
38620,1551,1782,3B,3A
38620,1552,1562,3B,3B
38620,1552,1720,3B,3A
38620,1555,1722,3B,3A
38620,1555,1738,3B,3A
38620,1555,1795,3B,3A
38620,1558,1580,3B,3B
38620,1558,1594,3B,3B
38620,1562,1720,3B,3A
38620,1567,1780,3B,3A
38620,1570,1911,3B,2A
38620,1579,1741,3B,3A
38620,1580,1594,3B,3B
38620,1580,1723,3B,3A
38620,1594,1714,3B,3A
38620,1594,1723,3B,3A
38620,1603,1604,2A,2A
38620,1606,1649,2A,2A
38620,1606,1809,2A,3A
38620,1613,1628,2A,2A
38620,1617,1630,2A,4B
38620,1630,1885,4B,4B
38620,1632,1821,4B,4B
38620,1632,1847,4B,4B
38620,1666,1695,1B,1B
38620,1666,1696,1B,1B
38620,1673,1695,1B,1B
38620,1675,1688,1B,1B
38620,1681,1908,1B,1B
38620,1682,1695,1B,1B
38620,1685,1801,3B,3A
38620,1685,1859,3B,3A
38620,1697,1912,1B,1B
38620,1698,1745,1B,Teachers
38620,1702,1889,2B,2B
38620,1707,1820,3B,3A
38620,1709,1852,Teachers,Teachers
38620,1712,1727,3B,3B
38620,1718,1887,2B,2B
38620,1720,1763,3A,3A
38620,1722,1738,3A,3A
38620,1731,1843,3B,3A
38620,1752,1757,1A,1A
38620,1752,1772,1A,1A
38620,1757,1772,1A,1A
38620,1757,1796,1A,1A
38620,1761,1767,1A,1A
38620,1768,1783,1A,1A
38620,1768,1796,1A,1A
38620,1770,1783,1A,1A
38620,1772,1798,1A,1A
38620,1774,1778,1A,1A
38620,1779,1920,1B,1B
38620,1782,1819,3A,4B
38620,1783,1796,1A,1A
38620,1795,1800,3A,3A
38620,1802,1866,4B,4B
38620,1805,1847,4B,4B
38620,1809,1919,3A,2A
38620,1819,1895,4B,4B
38620,1821,1865,4B,4B
38620,1836,1865,4B,4B
38620,1836,1866,4B,4B
38620,1836,1892,4B,4B
38620,1838,1909,3A,3A
38620,1847,1866,4B,4B
38620,1865,1866,4B,4B
38620,1906,1917,2A,2A
38620,1907,1916,2A,2A
38640,1451,1468,5A,5A
38640,1461,1668,5A,Teachers
38640,1498,1522,5A,5A
38640,1503,1524,4A,4A
38640,1504,1548,4A,4A
38640,1525,1653,4A,Teachers
38640,1532,1538,4A,4A
38640,1533,1549,4A,4A
38640,1539,1545,4A,4A
38640,1552,1720,3B,3A
38640,1552,1731,3B,3B
38640,1552,1801,3B,3A
38640,1555,1722,3B,3A
38640,1555,1738,3B,3A
38640,1555,1795,3B,3A
38640,1558,1822,3B,3A
38640,1562,1859,3B,3A
38640,1567,1780,3B,3A
38640,1570,1735,3B,3B
38640,1574,1712,3B,3B
38640,1574,1727,3B,3B
38640,1594,1714,3B,3A
38640,1594,1723,3B,3A
38640,1604,1780,2A,3A
38640,1606,1809,2A,3A
38640,1606,1919,2A,2A
38640,1609,1906,2A,2A
38640,1616,1906,2A,2A
38640,1617,1641,2A,2A
38640,1617,1727,2A,3B
38640,1628,1902,2A,2A
38640,1630,1847,4B,4B
38640,1632,1821,4B,4B
38640,1632,1857,4B,4B
38640,1661,1779,1B,1B
38640,1675,1688,1B,1B
38640,1681,1697,1B,1B
38640,1681,1765,1B,1B
38640,1681,1912,1B,1B
38640,1684,1779,1B,1B
38640,1688,1908,1B,1B
38640,1697,1912,1B,1B
38640,1702,1889,2B,2B
38640,1706,1890,2B,2B
38640,1711,1760,1A,1A
38640,1718,1887,2B,2B
38640,1719,1748,3A,3A
38640,1719,1859,3A,3A
38640,1722,1738,3A,3A
38640,1731,1822,3B,3A
38640,1731,1843,3B,3A
38640,1738,1795,3A,3A
38640,1748,1801,3A,3A
38640,1752,1787,1A,1A
38640,1753,1783,Teachers,1A
38640,1757,1796,1A,1A
38640,1759,1760,1A,1A
38640,1759,1764,1A,1A
38640,1759,1775,1A,1A
38640,1760,1761,1A,1A
38640,1761,1767,1A,1A
38640,1763,1852,3A,Teachers
38640,1764,1770,1A,1A
38640,1764,1774,1A,1A
38640,1766,1767,1A,1A
38640,1772,1798,1A,1A
38640,1802,1866,4B,4B
38640,1807,1857,4B,4B
38640,1819,1895,4B,4B
38640,1821,1836,4B,4B
38640,1821,1892,4B,4B
38640,1838,1909,3A,3A
38640,1852,1909,Teachers,3A
38640,1906,1917,2A,2A
38660,1437,1563,5B,5B
38660,1451,1452,5A,5A
38660,1451,1468,5A,5A
38660,1451,1520,5A,5A
38660,1503,1524,4A,4A
38660,1503,1730,4A,4A
38660,1504,1548,4A,4A
38660,1532,1538,4A,4A
38660,1533,1549,4A,4A
38660,1539,1545,4A,4A
38660,1539,1705,4A,4A
38660,1551,1807,3B,4B
38660,1551,1857,3B,4B
38660,1555,1738,3B,3A
38660,1558,1780,3B,3A
38660,1567,1780,3B,3A
38660,1570,1735,3B,3B
38660,1574,1617,3B,2A
38660,1574,1712,3B,3B
38660,1579,1741,3B,3A
38660,1594,1714,3B,3A
38660,1606,1625,2A,2A
38660,1606,1809,2A,3A
38660,1606,1919,2A,2A
38660,1609,1917,2A,2A
38660,1616,1906,2A,2A
38660,1625,1902,2A,2A
38660,1630,1866,4B,4B
38660,1656,1765,1B,1B
38660,1661,1779,1B,1B
38660,1666,1695,1B,1B
38660,1675,1688,1B,1B
38660,1681,1697,1B,1B
38660,1681,1912,1B,1B
38660,1684,1779,1B,1B
38660,1685,1833,3B,3A
38660,1685,1859,3B,3A
38660,1697,1745,1B,Teachers
38660,1702,1889,2B,2B
38660,1702,1890,2B,2B
38660,1706,1851,2B,2B
38660,1706,1861,2B,2B
38660,1708,1743,2B,2B
38660,1711,1759,1A,1A
38660,1711,1760,1A,1A
38660,1718,1887,2B,2B
38660,1720,1748,3A,3A
38660,1720,1801,3A,3A
38660,1722,1738,3A,3A
38660,1722,1795,3A,3A
38660,1731,1843,3B,3A
38660,1732,1889,2B,2B
38660,1743,1887,2B,2B
38660,1748,1801,3A,3A
38660,1752,1757,1A,1A
38660,1752,1787,1A,1A
38660,1757,1796,1A,1A
38660,1759,1774,1A,1A
38660,1759,1775,1A,1A
38660,1759,1778,1A,1A
38660,1763,1838,3A,3A
38660,1763,1852,3A,Teachers
38660,1763,1909,3A,3A
38660,1772,1798,1A,1A
38660,1774,1778,1A,1A
38660,1775,1778,1A,1A
38660,1787,1798,1A,1A
38660,1805,1892,4B,4B
38660,1819,1821,4B,4B
38660,1821,1865,4B,4B
38660,1821,1866,4B,4B
38660,1838,1852,3A,Teachers
38660,1838,1909,3A,3A
38660,1851,1890,2B,2B
38660,1852,1909,Teachers,3A
38660,1854,1890,2B,2B
38660,1857,1902,4B,2A
38660,1888,1892,4B,4B
38680,1437,1563,5B,5B
38680,1479,1668,5A,Teachers
38680,1495,1668,5A,Teachers
38680,1503,1730,4A,4A
38680,1532,1538,4A,4A
38680,1548,1705,4A,4A
38680,1551,1807,3B,4B
38680,1552,1562,3B,3B
38680,1574,1727,3B,3B
38680,1579,1606,3B,2A
38680,1579,1741,3B,3A
38680,1594,1714,3B,3A
38680,1606,1648,2A,2A
38680,1606,1741,2A,3A
38680,1606,1809,2A,3A
38680,1609,1616,2A,2A
38680,1609,1917,2A,2A
38680,1616,1917,2A,2A
38680,1625,1902,2A,2A
38680,1625,1919,2A,2A
38680,1630,1885,4B,4B
38680,1661,1779,1B,1B
38680,1663,1665,1B,1B
38680,1664,1688,1B,1B
38680,1675,1688,1B,1B
38680,1681,1765,1B,1B
38680,1684,1779,1B,1B
38680,1702,1889,2B,2B
38680,1702,1890,2B,2B
38680,1711,1760,1A,1A
38680,1712,1727,3B,3B
38680,1714,1782,3A,3A
38680,1720,1748,3A,3A
38680,1720,1801,3A,3A
38680,1720,1859,3A,3A
38680,1722,1800,3A,3A
38680,1730,1815,4A,4A
38680,1732,1889,2B,2B
38680,1738,1795,3A,3A
38680,1741,1809,3A,3A
38680,1743,1887,2B,2B
38680,1748,1859,3A,3A
38680,1757,1796,1A,1A
38680,1759,1775,1A,1A
38680,1761,1767,1A,1A
38680,1763,1838,3A,3A
38680,1763,1852,3A,Teachers
38680,1763,1909,3A,3A
38680,1764,1778,1A,1A
38680,1801,1833,3A,3A
38680,1819,1821,4B,4B
38680,1819,1895,4B,4B
38680,1821,1847,4B,4B
38680,1821,1895,4B,4B
38680,1836,1895,4B,4B
38680,1838,1852,3A,Teachers
38680,1838,1909,3A,3A
38680,1852,1909,Teachers,3A
38680,1854,1890,2B,2B
38680,1889,1890,2B,2B
38680,1906,1917,2A,2A
38680,1913,1919,2A,2A
38700,1437,1563,5B,5B
38700,1532,1538,4A,4A
38700,1552,1562,3B,3B
38700,1552,1685,3B,3B
38700,1555,1722,3B,3A
38700,1555,1738,3B,3A
38700,1562,1685,3B,3B
38700,1564,1594,3B,3B
38700,1579,1741,3B,3A
38700,1580,1714,3B,3A
38700,1580,1822,3B,3A
38700,1594,1723,3B,3A
38700,1603,1641,2A,2A
38700,1606,1741,2A,3A
38700,1606,1809,2A,3A
38700,1609,1906,2A,2A
38700,1616,1917,2A,2A
38700,1617,1641,2A,2A
38700,1625,1919,2A,2A
38700,1628,1735,2A,3B
38700,1628,1911,2A,2A
38700,1628,1916,2A,2A
38700,1630,1885,4B,4B
38700,1630,1902,4B,2A
38700,1643,1648,2A,2A
38700,1643,1727,2A,3B
38700,1661,1779,1B,1B
38700,1663,1665,1B,1B
38700,1664,1688,1B,1B
38700,1675,1688,1B,1B
38700,1680,1688,1B,1B
38700,1706,1851,2B,2B
38700,1707,1838,3B,3A
38700,1707,1852,3B,Teachers
38700,1712,1727,3B,3B
38700,1720,1859,3A,3A
38700,1722,1800,3A,3A
38700,1730,1815,4A,4A
38700,1731,1843,3B,3A
38700,1741,1809,3A,3A
38700,1743,1887,2B,2B
38700,1749,1890,2B,2B
38700,1772,1798,1A,1A
38700,1818,1866,4B,4B
38700,1831,1847,4B,4B
38700,1836,1865,4B,4B
38700,1847,1880,4B,4B
38700,1855,1883,2B,2B
38700,1866,1880,4B,4B
38700,1883,1890,2B,2B
38700,1906,1917,2A,2A
38720,1443,1578,5B,5B
38720,1458,1461,5A,5A
38720,1458,1516,5A,5A
38720,1479,1495,5A,5A
38720,1503,1730,4A,4A
38720,1504,1548,4A,4A
38720,1532,1538,4A,4A
38720,1538,1815,4A,4A
38720,1552,1562,3B,3B
38720,1552,1685,3B,3B
38720,1552,1822,3B,3A
38720,1555,1722,3B,3A
38720,1555,1795,3B,3A
38720,1555,1800,3B,3A
38720,1560,1798,3B,1A
38720,1562,1822,3B,3A
38720,1567,1580,3B,3B
38720,1567,1594,3B,3B
38720,1567,1723,3B,3A
38720,1574,1922,3B,2A
38720,1579,1707,3B,3B
38720,1580,1714,3B,3A
38720,1580,1723,3B,3A
38720,1604,1922,2A,2A
38720,1606,1625,2A,2A
38720,1606,1809,2A,3A
38720,1609,1906,2A,2A
38720,1613,1748,2A,3A
38720,1617,1641,2A,2A
38720,1625,1809,2A,3A
38720,1625,1913,2A,2A
38720,1628,1916,2A,2A
38720,1630,1885,4B,4B
38720,1632,1831,4B,4B
38720,1643,1648,2A,2A
38720,1643,1727,2A,3B
38720,1649,1748,2A,3A
38720,1663,1665,1B,1B
38720,1663,1698,1B,1B
38720,1663,1745,1B,Teachers
38720,1664,1688,1B,1B
38720,1675,1688,1B,1B
38720,1680,1688,1B,1B
38720,1681,1765,1B,1B
38720,1698,1745,1B,Teachers
38720,1702,1889,2B,2B
38720,1707,1838,3B,3A
38720,1707,1909,3B,3A
38720,1718,1855,2B,2B
38720,1722,1795,3A,3A
38720,1730,1815,4A,4A
38720,1731,1843,3B,3A
38720,1735,1916,3B,2A
38720,1741,1809,3A,3A
38720,1743,1887,2B,2B
38720,1748,1859,3A,3A
38720,1752,1772,1A,1A
38720,1752,1798,1A,1A
38720,1763,1852,3A,Teachers
38720,1763,1909,3A,3A
38720,1772,1798,1A,1A
38720,1795,1800,3A,3A
38720,1802,1847,4B,4B
38720,1802,1892,4B,4B
38720,1802,1919,4B,2A
38720,1818,1821,4B,4B
38720,1819,1820,4B,3A
38720,1836,1866,4B,4B
38720,1852,1909,Teachers,3A
38720,1906,1917,2A,2A
38740,1426,1824,5B,Teachers
38740,1435,1578,5B,5B
38740,1439,1480,5B,5B
38740,1443,1578,5B,5B
38740,1451,1520,5A,5A
38740,1458,1461,5A,5A
38740,1504,1548,4A,4A
38740,1532,1538,4A,4A
38740,1552,1562,3B,3B
38740,1552,1685,3B,3B
38740,1552,1720,3B,3A
38740,1558,1782,3B,3A
38740,1562,1720,3B,3A
38740,1567,1580,3B,3B
38740,1567,1723,3B,3A
38740,1567,1843,3B,3A
38740,1570,1916,3B,2A
38740,1601,1805,4B,4B
38740,1601,1820,4B,3A
38740,1601,1847,4B,4B
38740,1603,1617,2A,2A
38740,1606,1625,2A,2A
38740,1609,1787,2A,1A
38740,1609,1917,2A,2A
38740,1613,1735,2A,3B
38740,1613,1911,2A,2A
38740,1625,1809,2A,3A
38740,1628,1916,2A,2A
38740,1630,1885,4B,4B
38740,1663,1665,1B,1B
38740,1675,1688,1B,1B
38740,1680,1688,1B,1B
38740,1680,1697,1B,1B
38740,1681,1765,1B,1B
38740,1702,1889,2B,2B
38740,1706,1851,2B,2B
38740,1707,1838,3B,3A
38740,1711,1760,1A,1A
38740,1712,1761,3B,1A
38740,1714,1822,3A,3A
38740,1718,1887,2B,2B
38740,1720,1859,3A,3A
38740,1722,1738,3A,3A
38740,1730,1815,4A,4A
38740,1731,1843,3B,3A
38740,1735,1916,3B,2A
38740,1741,1809,3A,3A
38740,1743,1887,2B,2B
38740,1745,1765,Teachers,1B
38740,1752,1757,1A,1A
38740,1752,1772,1A,1A
38740,1752,1787,1A,1A
38740,1757,1787,1A,1A
38740,1757,1798,1A,1A
38740,1763,1909,3A,3A
38740,1768,1772,1A,1A
38740,1772,1787,1A,1A
38740,1772,1798,1A,1A
38740,1774,1778,1A,1A
38740,1780,1801,3A,3A
38740,1801,1833,3A,3A
38740,1802,1892,4B,4B
38740,1821,1857,4B,4B
38740,1822,1833,3A,3A
38740,1838,1852,3A,Teachers
38740,1838,1909,3A,3A
38740,1847,1857,4B,4B
38740,1852,1909,Teachers,3A
38740,1855,1872,2B,2B
38740,1906,1917,2A,2A
38760,1426,1824,5B,Teachers
38760,1443,1475,5B,5B
38760,1503,1730,4A,4A
38760,1504,1548,4A,4A
38760,1532,1538,4A,4A
38760,1551,1759,3B,1A
38760,1551,1783,3B,1A
38760,1555,1738,3B,3A
38760,1555,1795,3B,3A
38760,1562,1685,3B,3B
38760,1562,1720,3B,3A
38760,1562,1859,3B,3A
38760,1567,1580,3B,3B
38760,1579,1763,3B,3A
38760,1580,1833,3B,3A
38760,1601,1865,4B,4B
38760,1603,1641,2A,2A
38760,1604,1643,2A,2A
38760,1606,1741,2A,3A
38760,1606,1809,2A,3A
38760,1609,1906,2A,2A
38760,1609,1917,2A,2A
38760,1613,1735,2A,3B
38760,1613,1748,2A,3A
38760,1616,1906,2A,2A
38760,1616,1917,2A,2A
38760,1617,1641,2A,2A
38760,1625,1632,2A,4B
38760,1625,1821,2A,4B
38760,1625,1857,2A,4B
38760,1630,1885,4B,4B
38760,1632,1774,4B,1A
38760,1641,1727,2A,3B
38760,1649,1764,2A,1A
38760,1649,1792,2A,1A
38760,1656,1908,1B,1B
38760,1663,1665,1B,1B
38760,1664,1908,1B,1B
38760,1666,1695,1B,1B
38760,1675,1688,1B,1B
38760,1681,1912,1B,1B
38760,1685,1720,3B,3A
38760,1685,1796,3B,1A
38760,1702,1889,2B,2B
38760,1706,1861,2B,2B
38760,1706,1890,2B,2B
38760,1707,1764,3B,1A
38760,1707,1787,3B,1A
38760,1707,1820,3B,3A
38760,1711,1770,1A,1A
38760,1711,1783,1A,1A
38760,1714,1757,3A,1A
38760,1718,1855,2B,2B
38760,1719,1748,3A,3A
38760,1719,1911,3A,2A
38760,1722,1795,3A,3A
38760,1738,1795,3A,3A
38760,1738,1800,3A,3A
38760,1741,1809,3A,3A
38760,1745,1912,Teachers,1B
38760,1759,1761,1A,1A
38760,1761,1767,1A,1A
38760,1764,1792,1A,1A
38760,1772,1798,1A,1A
38760,1775,1805,1A,4B
38760,1780,1833,3A,3A
38760,1780,1911,3A,2A
38760,1782,1907,3A,2A
38760,1782,1911,3A,2A
38760,1802,1821,4B,4B
38760,1802,1857,4B,4B
38760,1802,1895,4B,4B
38760,1803,1866,4B,4B
38760,1807,1835,4B,4B
38760,1809,1913,3A,2A
38760,1818,1847,4B,4B
38760,1821,1857,4B,4B
38760,1831,1847,4B,4B
38760,1838,1852,3A,Teachers
38760,1838,1909,3A,3A
38760,1852,1909,Teachers,3A
38760,1857,1895,4B,4B
38760,1865,1888,4B,4B
38760,1906,1917,2A,2A
38780,1439,1471,5B,5B
38780,1471,1489,5B,5B
38780,1532,1538,4A,4A
38780,1548,1705,4A,4A
38780,1551,1707,3B,3B
38780,1555,1722,3B,3A
38780,1555,1738,3B,3A
38780,1555,1795,3B,3A
38780,1567,1580,3B,3B
38780,1567,1833,3B,3A
38780,1574,1712,3B,3B
38780,1574,1727,3B,3B
38780,1579,1606,3B,2A
38780,1604,1643,2A,2A
38780,1606,1902,2A,2A
38780,1609,1906,2A,2A
38780,1613,1628,2A,2A
38780,1613,1748,2A,3A
38780,1616,1906,2A,2A
38780,1616,1917,2A,2A
38780,1625,1809,2A,3A
38780,1625,1919,2A,2A
38780,1628,1748,2A,3A
38780,1630,1761,4B,1A
38780,1630,1822,4B,3A
38780,1630,1885,4B,4B
38780,1632,1711,4B,1A
38780,1632,1774,4B,1A
38780,1641,1757,2A,1A
38780,1643,1922,2A,2A
38780,1656,1670,1B,1B
38780,1663,1665,1B,1B
38780,1666,1695,1B,1B
38780,1675,1688,1B,1B
38780,1680,1688,1B,1B
38780,1681,1912,1B,1B
38780,1685,1859,3B,3A
38780,1702,1889,2B,2B
38780,1706,1743,2B,2B
38780,1708,1743,2B,2B
38780,1711,1774,1A,1A
38780,1712,1727,3B,3B
38780,1714,1798,3A,1A
38780,1714,1822,3A,3A
38780,1718,1887,2B,2B
38780,1719,1748,3A,3A
38780,1720,1833,3A,3A
38780,1722,1738,3A,3A
38780,1731,1843,3B,3A
38780,1741,1763,3A,3A
38780,1741,1787,3A,1A
38780,1743,1861,2B,2B
38780,1743,1890,2B,2B
38780,1760,1847,1A,4B
38780,1761,1775,1A,1A
38780,1764,1792,1A,1A
38780,1772,1778,1A,1A
38780,1780,1801,3A,3A
38780,1780,1820,3A,3A
38780,1803,1847,4B,4B
38780,1809,1913,3A,2A
38780,1818,1819,4B,4B
38780,1818,1880,4B,4B
38780,1818,1892,4B,4B
38780,1819,1880,4B,4B
38780,1819,1892,4B,4B
38780,1819,1895,4B,4B
38780,1821,1888,4B,4B
38780,1838,1852,3A,Teachers
38780,1838,1909,3A,3A
38780,1847,1857,4B,4B
38780,1852,1909,Teachers,3A
38780,1855,1883,2B,2B
38780,1855,1890,2B,2B
38780,1866,1888,4B,4B
38780,1880,1913,4B,2A
38780,1887,1890,2B,2B
38780,1906,1917,2A,2A
38800,1426,1443,5B,5B
38800,1437,1563,5B,5B
38800,1451,1520,5A,5A
38800,1504,1548,4A,4A
38800,1532,1538,4A,4A
38800,1551,1707,3B,3B
38800,1551,1820,3B,3A
38800,1552,1562,3B,3B
38800,1552,1720,3B,3A
38800,1555,1722,3B,3A
38800,1555,1738,3B,3A
38800,1555,1795,3B,3A
38800,1567,1594,3B,3B
38800,1574,1712,3B,3B
38800,1579,1606,3B,2A
38800,1579,1902,3B,2A
38800,1580,1594,3B,3B
38800,1580,1723,3B,3A
38800,1601,1821,4B,4B
38800,1604,1643,2A,2A
38800,1604,1922,2A,2A
38800,1606,1902,2A,2A
38800,1609,1616,2A,2A
38800,1609,1917,2A,2A
38800,1613,1628,2A,2A
38800,1613,1748,2A,3A
38800,1617,1641,2A,2A
38800,1628,1748,2A,3A
38800,1630,1780,4B,3A
38800,1630,1885,4B,4B
38800,1630,1913,4B,2A
38800,1632,1711,4B,1A
38800,1632,1821,4B,4B
38800,1643,1648,2A,2A
38800,1643,1922,2A,2A
38800,1650,1706,Teachers,2B
38800,1656,1908,1B,1B
38800,1663,1665,1B,1B
38800,1665,1920,1B,1B
38800,1675,1688,1B,1B
38800,1680,1688,1B,1B
38800,1681,1912,1B,1B
38800,1685,1796,3B,1A
38800,1685,1859,3B,3A
38800,1702,1889,2B,2B
38800,1704,1890,2B,2B
38800,1706,1851,2B,2B
38800,1707,1820,3B,3A
38800,1708,1743,2B,2B
38800,1709,1746,Teachers,Teachers
38800,1711,1774,1A,1A
38800,1712,1727,3B,3B
38800,1713,1890,2B,2B
38800,1714,1780,3A,3A
38800,1722,1738,3A,3A
38800,1722,1795,3A,3A
38800,1730,1815,4A,4A
38800,1731,1843,3B,3A
38800,1735,1748,3B,3A
38800,1738,1795,3A,3A
38800,1741,1763,3A,3A
38800,1746,1866,Teachers,4B
38800,1749,1863,2B,2B
38800,1749,1883,2B,2B
38800,1757,1913,1A,2A
38800,1764,1792,1A,1A
38800,1764,1913,1A,2A
38800,1772,1782,1A,3A
38800,1772,1787,1A,1A
38800,1779,1920,1B,1B
38800,1780,1885,3A,4B
38800,1796,1859,1A,3A
38800,1805,1880,4B,4B
38800,1838,1852,3A,Teachers
38800,1838,1909,3A,3A
38800,1852,1909,Teachers,3A
38800,1855,1883,2B,2B
38800,1866,1888,4B,4B
38800,1880,1892,4B,4B
38800,1887,1889,2B,2B
38800,1906,1917,2A,2A
38820,1426,1443,5B,5B
38820,1452,1468,5A,5A
38820,1453,1461,5A,5A
38820,1458,1461,5A,5A
38820,1503,1524,4A,4A
38820,1503,1730,4A,4A
38820,1504,1548,4A,4A
38820,1504,1705,4A,4A
38820,1532,1538,4A,4A
38820,1548,1705,4A,4A
38820,1551,1630,3B,4B
38820,1551,1707,3B,3B
38820,1551,1820,3B,3A
38820,1552,1562,3B,3B
38820,1555,1795,3B,3A
38820,1558,1911,3B,2A
38820,1558,1913,3B,2A
38820,1574,1712,3B,3B
38820,1574,1727,3B,3B
38820,1574,1741,3B,3A
38820,1579,1606,3B,2A
38820,1594,1723,3B,3A
38820,1601,1772,4B,1A
38820,1606,1902,2A,2A
38820,1609,1906,2A,2A
38820,1613,1628,2A,2A
38820,1613,1748,2A,3A
38820,1617,1641,2A,2A
38820,1625,1757,2A,1A
38820,1628,1748,2A,3A
38820,1630,1738,4B,3A
38820,1630,1885,4B,4B
38820,1632,1857,4B,4B
38820,1649,1685,2A,3B
38820,1649,1843,2A,3A
38820,1649,1911,2A,2A
38820,1650,1706,Teachers,2B
38820,1663,1665,1B,1B
38820,1664,1688,1B,1B
38820,1665,1745,1B,Teachers
38820,1666,1695,1B,1B
38820,1675,1688,1B,1B
38820,1685,1768,3B,1A
38820,1685,1859,3B,3A
38820,1702,1889,2B,2B
38820,1706,1851,2B,2B
38820,1707,1820,3B,3A
38820,1708,1872,2B,2B
38820,1709,1746,Teachers,Teachers
38820,1711,1774,1A,1A
38820,1712,1727,3B,3B
38820,1714,1907,3A,2A
38820,1718,1855,2B,2B
38820,1719,1770,3A,1A
38820,1722,1738,3A,3A
38820,1731,1843,3B,3A
38820,1735,1748,3B,3A
38820,1738,1795,3A,3A
38820,1738,1800,3A,3A
38820,1741,1761,3A,1A
38820,1749,1863,2B,2B
38820,1757,1787,1A,1A
38820,1757,1913,1A,2A
38820,1759,1760,1A,1A
38820,1759,1838,1A,3A
38820,1761,1783,1A,1A
38820,1761,1916,1A,2A
38820,1768,1859,1A,3A
38820,1772,1787,1A,1A
38820,1775,1792,1A,1A
38820,1779,1920,1B,1B
38820,1783,1916,1A,2A
38820,1787,1888,1A,4B
38820,1819,1821,4B,4B
38820,1819,1847,4B,4B
38820,1831,1857,4B,4B
38820,1836,1865,4B,4B
38820,1838,1909,3A,3A
38820,1855,1872,2B,2B
38820,1865,1866,4B,4B
38820,1887,1889,2B,2B
38840,1452,1468,5A,5A
38840,1453,1461,5A,5A
38840,1457,1522,5A,5A
38840,1504,1548,4A,4A
38840,1532,1538,4A,4A
38840,1548,1705,4A,4A
38840,1551,1707,3B,3B
38840,1551,1820,3B,3A
38840,1552,1562,3B,3B
38840,1552,1567,3B,3B
38840,1552,1685,3B,3B
38840,1552,1796,3B,1A
38840,1555,1722,3B,3A
38840,1555,1738,3B,3A
38840,1555,1795,3B,3A
38840,1558,1594,3B,3B
38840,1562,1685,3B,3B
38840,1567,1796,3B,1A
38840,1574,1712,3B,3B
38840,1574,1727,3B,3B
38840,1579,1719,3B,3A
38840,1579,1757,3B,1A
38840,1603,1625,2A,2A
38840,1603,1919,2A,2A
38840,1606,1880,2A,4B
38840,1606,1902,2A,2A
38840,1613,1628,2A,2A
38840,1625,1919,2A,2A
38840,1632,1821,4B,4B
38840,1632,1831,4B,4B
38840,1641,1919,2A,2A
38840,1648,1809,2A,3A
38840,1663,1665,1B,1B
38840,1664,1675,1B,1B
38840,1664,1688,1B,1B
38840,1665,1920,1B,1B
38840,1666,1695,1B,1B
38840,1675,1688,1B,1B
38840,1702,1889,2B,2B
38840,1706,1851,2B,2B
38840,1707,1820,3B,3A
38840,1709,1746,Teachers,Teachers
38840,1712,1727,3B,3B
38840,1719,1770,3A,1A
38840,1722,1738,3A,3A
38840,1722,1795,3A,3A
38840,1727,1888,3B,4B
38840,1730,1815,4A,4A
38840,1735,1748,3B,3A
38840,1738,1795,3A,3A
38840,1741,1809,3A,3A
38840,1749,1863,2B,2B
38840,1749,1883,2B,2B
38840,1752,1885,1A,4B
38840,1759,1760,1A,1A
38840,1761,1783,1A,1A
38840,1763,1809,3A,3A
38840,1768,1833,1A,3A
38840,1772,1787,1A,1A
38840,1779,1920,1B,1B
38840,1780,1833,3A,3A
38840,1800,1866,3A,4B
38840,1807,1835,4B,4B
38840,1819,1831,4B,4B
38840,1819,1836,4B,4B
38840,1819,1857,4B,4B
38840,1821,1857,4B,4B
38840,1831,1857,4B,4B
38840,1838,1909,3A,3A
38840,1847,1892,4B,4B
38840,1857,1880,4B,4B
38840,1859,1916,3A,2A
38840,1892,1902,4B,2A
38860,1453,1461,5A,5A
38860,1503,1524,4A,4A
38860,1504,1548,4A,4A
38860,1532,1538,4A,4A
38860,1548,1705,4A,4A
38860,1551,1707,3B,3B
38860,1551,1820,3B,3A
38860,1552,1555,3B,3B
38860,1552,1562,3B,3B
38860,1555,1738,3B,3A
38860,1558,1594,3B,3B
38860,1567,1580,3B,3B
38860,1574,1727,3B,3B
38860,1579,1719,3B,3A
38860,1579,1757,3B,1A
38860,1580,1714,3B,3A
38860,1594,1723,3B,3A
38860,1601,1761,4B,1A
38860,1603,1641,2A,2A
38860,1604,1643,2A,2A
38860,1604,1922,2A,2A
38860,1606,1625,2A,2A
38860,1606,1913,2A,2A
38860,1613,1735,2A,3B
38860,1613,1748,2A,3A
38860,1617,1641,2A,2A
38860,1617,1772,2A,1A
38860,1630,1707,4B,3B
38860,1630,1833,4B,3A
38860,1630,1885,4B,4B
38860,1641,1772,2A,1A
38860,1643,1922,2A,2A
38860,1648,1922,2A,2A
38860,1663,1665,1B,1B
38860,1665,1779,1B,1B
38860,1675,1688,1B,1B
38860,1685,1768,3B,1A
38860,1702,1889,2B,2B
38860,1706,1851,2B,2B
38860,1709,1746,Teachers,Teachers
38860,1712,1902,3B,2A
38860,1719,1770,3A,1A
38860,1719,1782,3A,3A
38860,1730,1815,4A,4A
38860,1738,1796,3A,1A
38860,1760,1770,1A,1A
38860,1760,1909,1A,3A
